icao,iata,name,city,country,latitude,longitude,timezone
KCOE,COE,Coeur d'Alene Airport,,United States,47.773605,-116.824165,
YCFS,CFS,Coffs Harbour Airport,,Australia,-30.320499,153.116302,
LFBG,CNG,Cognac Chateaubernard Air Base,,France,45.657669,-0.314753,
VOCB,CJB,Coimbatore International Airport,,India,11.03003,77.043381,
LPCO,CBP,Coimbra Airport,,Portugal,40.1572,-8.47,
YOLA,XCO,Colac Airport,,Australia,-38.285877,143.675186,
KCBK,CBK,Colby Municipal Airport,,United States,39.42614,-101.050301,
PACD,CDB,Cold Bay Airport,,United States,55.206059,-162.725006,
PACX,CXF,Coldfoot Airport,,United States,67.252197,-150.203995,
MMIA,CLQ,Colima Airport,,Mexico,19.27701,-103.577003,
EGEL,COL,Coll Airport,,United Kingdom,56.601898,-6.61778,
YCBR,CRB,Collarenebri Airport,,Australia,-29.5217,148.582001,
KCGS,CGS,College Park Airport,,United States,38.980598,-76.922302,
KCLL,CLL,College Station Easterwood Airport,,United States,30.588579,-96.3638,
YCOI,CIE,Collie Airport,,Australia,-33.359673,116.201027,
CYKC,YKC,Collins Bay Airport,,Canada,58.236099,-103.678001,
YCSV,KCE,Collinsville Airport,,Australia,-20.598829,147.853699,
LFGA,CMR,Colmar Houssen Airport,,France,48.110352,7.359147,
EDDK,CGN,Cologne Bonn Airport,,Germany,50.866001,7.143,
VCBI,CMB,Colombo Bandaranaike International Airport,,Sri Lanka,7.181139,79.883789,
VCCC,RML,Colombo Ratmalana Airport,,Sri Lanka,6.821994,79.8862,
MPEJ,ONX,Colon Enrique Adolfo Jimenez Airport,,Panama,9.356639,-79.867401,
SUCA,CYR,Colonia Laguna de Los Patos International Airport,,Uruguay,-34.456421,-57.77047,
EGEY,CSA,Colonsay Airport,,United Kingdom,56.057499,-6.24306,
KCOS,COS,Colorado Springs Airport,,United States,38.805801,-104.699997,
KFLY,QTL,Colorado Springs Meadow Lake Airport,,United States,38.94595,-104.571159,
KCUB,CUB,Columbia Jim Hamilton Owens Airport,,United States,33.970501,-80.995201,
KMRC,MRC,Columbia Maury County Airport,,United States,35.553375,-87.177437,
KMMT,MMT,Columbia McEntire Joint National Guard Base,,United States,33.918648,-80.800613,
KCAE,CAE,Columbia Metropolitan Airport,,United States,33.938831,-81.119499,
KCOU,COU,Columbia Regional Airport,,United States,38.818089,-92.219597,
KCBM,CBM,Columbus Air Force Base,,United States,33.64502,-88.446068,
KCMH,CMH,Columbus John Glenn International Airport,,United States,39.997971,-82.8918,
KUBS,UBS,Columbus Lowndes County Airport,,United States,33.46452,-88.380753,
KCSG,CSG,Columbus Metropolitan Airport,,United States,32.516331,-84.938797,
KBAK,CLU,Columbus Municipal Airport,,United States,39.261902,-85.896301,
KOLU,OLU,Columbus Municipal Airport,,United States,41.447224,-97.341667,
KOSU,OSU,Columbus Ohio State University Airport,,United States,40.079723,-83.073059,
KLCK,LCK,Columbus Rickenbacker International Airport,,United States,39.813782,-82.927803,
CYVL,YCK,Colville Lake Airport,,Canada,67.03894,-126.079613,
LICB,CIY,Comiso Airport,,Italy,36.990002,14.6,
SAVC,CRD,Comodoro Rivadavia International Airport,,Argentina,-45.785301,-67.4655,
CYQQ,YQQ,Comox Valley Airport,,Canada,49.710831,-124.886002,
KCPM,CPM,Compton Woodley Airport,,United States,33.889999,-118.244003,
VVCS,VCS,Con Dao Airport,,Vietnam,8.7325,106.628891,
GUCY,CKY,Conakry International Airport,,Guinea,9.576889,-13.6119,
SBAA,CDJ,Conceicao do Araguaia,,Brazil,-8.348276,-49.301369,
SCIE,CCP,Concepcion Carriel Sur International Airport,,Chile,-36.772598,-73.063103,
KCCR,CCR,Concord Buchanan Field Airport,,United States,37.988888,-122.055557,
KCON,CON,Concord Municipal Airport,,United States,43.202702,-71.502296,
KJQF,USA,Concord Regional Airport,,United States,35.385139,-80.711189,
YCDO,CBX,Condobolin Airport,,Australia,-33.065353,147.213348,
SKCD,COG,Condoto Mandinga Airport,,Colombia,5.072069,-76.676094,
SJHG,CFO,Confresa Airport,,Brazil,-10.6344,-51.563599,
MYAK,TZN,Congo Town South Andros Airport,,Bahamas,24.158367,-77.588799,
KCXO,CXO,Conroe Lone Star Executive Airport,,United States,30.356249,-95.415443,
LRCK,CND,Constanta International Airport,,Romania,44.362221,28.488331,
DABC,CZL,Constantine Mohamed Boudiaf International Airport,,Algeria,36.27602,6.620386,
MPRA,OTD,Contadora Airport,,Panama,8.629543,-79.034744,
KCXW,QNX,Conway Municipal Airport,,United States,35.019905,-92.555183,
YCBP,CPD,Coober Pedy Airport,,Australia,-29.039942,134.720154,
VECO,COH,Cooch Behar Airport,,India,26.3305,89.467201,
YCOO,CDA,Cooinda Airport,,Australia,-12.903207,132.532822,
KSRB,QNR,Cookeville Upper Cumberland Regional Airport,,United States,36.057575,-85.529381,
YCKN,CTN,Cooktown Airport,,Australia,-15.443333,145.183334,
YCOM,OOM,Cooma Snowy Mountains Airport,,Australia,-36.299999,148.970001,
YCBB,COJ,Coonabarabran Airport,,Australia,-31.331585,149.264038,
YCNM,CNB,Coonamble Airport,,Australia,-30.980999,148.377808,
YCWA,CJF,Coondewanna Airport,,Australia,-22.965,118.809998,
YCTM,CMD,Cootamundra Airport,,Australia,-34.624413,148.036713,
EKCH,CPH,Copenhagen Airport,,Denmark,55.616959,12.645637,
EKCC,QEC,Copenhagen Sea Airport,,Denmark,55.691055,12.600377,
SCAT,CPO,Copiapo Desierto de Atacama Airport,,Chile,-27.261248,-70.779221,
CYZS,YZS,Coral Harbour Airport,,Canada,64.193329,-83.359398,
YCOD,ODL,Cordillo Downs Airport,,Australia,-26.745434,140.638,
LEBA,ODB,Cordoba Airport,,Spain,37.841999,-4.84887,
SACO,COR,Cordoba International Airport,,Argentina,-31.323601,-64.207901,
PACV,CDV,Cordova Mudhole Smith Airport,,United States,60.491772,-145.477005,
LGKR,CFU,Corfu International Airport,,Greece,39.601707,19.912218,
KCRX,CRX,Corinth Roscoe Turner Airport,,United States,34.914982,-88.603477,
EICK,ORK,Cork Airport,,Ireland,51.841381,-8.49111,
MNCI,RNI,Corn Island Airport,,Nicaragua,12.174793,-83.059334,
SSCP,CKO,Cornelio Procopio Airport,,Brazil,-23.1525,-50.602501,
SVCR,CZE,Coro Jose Leonardo Chirinos Airport,,Venezuela,11.41486,-69.681602,
YCOR,CWW,Corowa Airport,,Australia,-35.994701,146.356995,
MZCZ,CZH,Corozal Airport,,Belize,18.382221,-88.410835,
SKCZ,CZU,Corozal Las Brujas Airport,,Colombia,9.333333,-75.283302,
KCRP,CRP,Corpus Christi International Airport,,United States,27.770361,-97.501198,
KNGP,NGP,Corpus Christi Naval Air Station,,United States,27.691982,-97.288437,
SNCP,EEA,Correia Pinto Planalto Serrano Regional Airport,,Brazil,-27.634167,-50.358334,
SARC,CNQ,Corrientes International Airport,,Argentina,-27.445499,-58.761799,
YCRG,CYG,Corryong Airport,,Australia,-36.183285,147.887482,
KCRS,CRS,Corsicana Municipal Airport,,United States,32.027225,-96.39785,
KCEZ,CEZ,Cortez Municipal Airport,,United States,37.302776,-108.62722,
SBCR,CMG,Corumba International Airport,,Brazil,-19.0119,-57.673,
KCVO,CVO,Corvallis Municipal Airport,,United States,44.501186,-123.285698,
LPCR,CVU,Corvo Airport,,Portugal,39.671379,-31.1166,
RPMC,CBO,Cotabato Awang Airport,,Philippines,7.164837,124.2099,
DBBB,COO,Cotonou Cadjehoun Airport,,Benin,6.357228,2.384353,
KCOT,COT,Cotulla La Salle County Airport,,United States,28.45669,-99.2183,
KCBF,CBF,Council Bluffs Municipal Airport,,United States,41.259201,-95.760597,
LFLJ,CVF,Courchevel Altiport,,France,45.39666,6.633611,
EGBE,CVT,Coventry Airport,,United Kingdom,52.36972,-1.47972,
KCVC,QDC,Covington Municipal Airport,,United States,33.632229,-83.846649,
YCWL,CCW,Cowell Airport,,Australia,-33.668343,136.892212,
YCWR,CWT,Cowra Airport,,Australia,-33.846588,148.647888,
VGCB,CXB,Cox's Bazar Airport,,Bangladesh,21.45219,91.963882,
MMCZ,CZM,Cozumel International Airport,,Mexico,20.5224,-86.925598,
KCAG,CIG,Craig Moffat Airport,,United States,40.495201,-107.522003,
LRCV,CRA,Craiova International Airport,,Romania,44.31813,23.888611,
CYXC,YXC,Cranbrook Canadian Rockies International Airport,,Canada,49.612221,-115.780998,
EGTC,QKT,Cranfield Airport,,United Kingdom,52.072224,-0.616667,
SNWS,JCS,Crateus Airport,,Brazil,-5.211346,-40.704185,
KCFJ,QTJ,Crawfordsville Regional Airport,,United States,39.974781,-86.92086,
LFPC,CSF,Creil Air Base,,France,49.253609,2.519167,
KCEC,CEC,Crescent City Del Norte County Airport,,United States,41.779999,-124.235832,
KCEW,CEW,Crestview Bob Sikes Airport,,United States,30.77883,-86.522102,
SBCM,CCM,Criciuma Diomicio Freitas Airport,,Brazil,-28.725834,-49.424721,
YCKI,CKI,Croker Island Airport,,Australia,-11.162432,132.482437,
PACJ,CKD,Crooked Creek Airport,,United States,61.871483,-158.138245,
MYCI,CRI,Crooked Island Colonel Hill Airport,,Bahamas,22.746042,-74.176781,
KCKN,CKN,Crookston Municipal Airport,,United States,47.841702,-96.621597,
KCTY,CTY,Cross City Airport,,United States,29.6355,-83.104797,
CYCR,YCR,Cross Lake Airport,,Canada,54.61306,-97.751442,
KCSV,CSV,Crossville Memorial Whitson Field Airport,,United States,35.951302,-85.084999,
LIBC,CRV,Crotone Airport,,Italy,38.997219,17.08016,
YCRY,CDQ,Croydon Airport,,Australia,-18.218599,142.253448,
SBCZ,CZS,Cruzeiro do Sul International Airport,,Brazil,-7.5999,-72.769402,
SKCC,CUC,Cucuta Camilo Daza International Airport,,Colombia,7.931389,-72.514099,
YCUE,CUY,Cue Airport,,Australia,-27.448376,117.919884,
SECU,CUE,Cuenca Mariscal Lamar International Airport,,Ecuador,-2.88946,-78.984299,
MMCB,CVJ,Cuernavaca General Mariano Matamoros Airport,,Mexico,18.834761,-99.261299,
LFTF,QRT,Cuers Airport,,France,43.248009,6.125565,
SBCY,CGB,Cuiaba Marechal Rondon International Airport,,Brazil,-15.6529,-56.116699,
MMCL,CUL,Culiacan International Airport,,Mexico,24.76454,-107.473999,
SVCU,CUM,Cumana Antonio Jose de Sucre Airport,,Venezuela,10.45033,-64.130402,
EGPG,QGG,Cumbernauld Airport,,United Kingdom,55.974815,-3.974562,
LIMZ,CUF,Cuneo Levaldigi Airport,,Italy,44.547009,7.623217,
YCMU,CMA,Cunnamulla Airport,,Australia,-28.031389,145.616104,
SBCT,CWB,Curitiba Afonso Pena International Airport,,Brazil,-25.5284,-49.175701,
SBBI,BFH,Curitiba Bacacheri Airport,,Brazil,-25.404633,-49.232197,
YCIN,DCN,Curtin Airport,,Australia,-17.580511,123.828598,
SPZO,CUZ,Cusco Alejandro Velasco Astete International Airport,,Peru,-13.5357,-71.938698,
KCUH,CUH,Cushing Municipal Airport,,United States,35.950439,-96.769241,
KCTB,CTB,Cut Bank Municipal Airport,,United States,48.608349,-112.375999,
ETMN,FCN,Cuxhaven Nordholz Airport,,Germany,53.7677,8.6585,
RPLO,CYU,Cuyo Airport,,Philippines,10.8581,121.069,
EPRU,CZW,Czestochowa Rudniki Airport,,Poland,50.884998,19.2047,
VVDL,DLI,Da Lat Lien Khuong Airport,,Vietnam,11.75056,108.373611,
VVDN,DAD,Da Nang International Airport,,Vietnam,16.043909,108.199303,
WIKS,SIQ,Dabo Airport,,Indonesia,-0.479148,104.57917,
RKTN,TAE,Daegu International Airport,,South Korea,35.8941,128.658798,
GOBD,DSS,Dakar Blaise Diagne International Airport,,Senegal,14.671111,-17.066944,
GOOY,DKR,Dakar International Airport,,Senegal,14.7397,-17.4902,
GMMH,VIL,Dakhla Airport,,Morocco,23.713333,-15.935,
LTBS,DLM,Dalaman Airport,,Turkey,36.713051,28.7925,
ZMDZ,DLZ,Dalanzadgad Airport,,Mongolia,43.608063,104.371773,
YDAY,DBY,Dalby Airport,,Australia,-27.1553,151.266998,
KOZR,OZR,Daleville Cairns Army Airfield,,United States,31.277718,-85.71273,
YDGA,DGD,Dalgaranga Gold Mine Airport,,Australia,-27.830412,117.316521,
KDHT,DHT,Dalhart Municipal Airport,,United States,36.022579,-102.546997,
ZPDL,DLU,Dali Airport,,China,25.649401,100.319,
ZYTL,DLC,Dalian Zhoushuizi International Airport,,China,38.96566,121.538597,
KADS,ADS,Dallas Addison Airport,,United States,32.959999,-96.830002,
KRBD,RBD,Dallas Executive Airport,,United States,32.680832,-96.868332,
KDFW,DFW,Dallas Fort Worth International Airport,,United States,32.89682,-97.037903,
KDAL,DAL,Dallas Love Field Airport,,United States,32.847111,-96.8517,
KDNN,DNN,Dalton Municipal Airport,,United States,34.723057,-84.870277,
YDMN,DVR,Daly River Mission Airport,,Australia,-13.750139,130.69426,
YDLW,DYW,Daly Waters Airport,,Australia,-16.264694,133.383377,
OSDI,DAM,Damascus International Airport,,Syria,33.410629,36.514259,
OEDF,DMM,Dammam King Fahd International Airport,,Saudi Arabia,26.471161,49.79789,
EDWC,QED,Damme Airport,,Germany,52.487595,8.185209,
KDXR,DXR,Danbury Municipal Airport,,United States,41.371666,-73.482224,
ZYDD,DDG,Dandong Langtou Airport,,China,40.025551,124.286598,
VNDG,DNP,Dang Airport,,Nepal,28.111042,82.294563,
MZPB,DGA,Dangriga Airport,,Belize,16.982389,-88.231003,
KDAN,DAN,Danville Regional Airport,,United States,36.572899,-79.336098,
KDNV,DNV,Danville Vermilion Regional Airport,,United States,40.197224,-87.596947,
ZUDC,DCY,Daocheng Yading Airport,,China,29.323055,100.053329,
ZYDQ,DQA,Daqing Sartu Airport,,China,46.748684,125.139725,
HTDA,DAR,Dar-es-Salaam Julius Nyerere International Airport,,Tanzania,-6.87811,39.202621,
VE89,DBR,Darbhanga Airport,,India,26.194721,85.917503,
NZDA,DGR,Dargaville Airport,,New Zealand,-35.93911,173.893433,
YDNI,NLF,Darnley Island Airport,,Australia,-9.579204,143.78035,
AYDU,DAU,Daru Airport,,Papua New Guinea,-9.08676,143.207993,
YPDN,DRW,Darwin International Airport,,Australia,-12.414365,130.879883,
UTAT,TAZ,Dasoguz Airport,,Turkmenistan,41.761101,59.826698,
ZBDT,DAT,Datong Yungang Airport,,China,40.055538,113.481361,
CYDN,YDN,Dauphin Airport,,Canada,51.101315,-100.052948,
RPMD,DVO,Davao City Francisco Bangoy International Airport,,Philippines,7.125522,125.645699,
KDVN,DVN,Davenport Municipal Airport,,United States,41.610298,-90.588303,
MPDA,DAV,David Enrique Malek International Airport,,Panama,8.391003,-82.434898,
AT07,QAD,Davis Plateau Skiway,,Antarctica,-68.469635,78.790894,
OEDW,DWD,Dawadmi Domestic Airport,,Saudi Arabia,24.445545,44.1287,
VYDW,TVY,Dawei Airport,,Myanmar (Burma),14.1,98.199997,
CYDA,YDA,Dawson City Airport,,Canada,64.043053,-139.127625,
KGDV,GDV,Dawson Community Airport,,United States,47.13871,-104.806999,
CYDQ,YDQ,Dawson Creek Airport,,Canada,55.742329,-120.182999,
ZGDY,DYG,Dayong Zhangjiajie Hehua Airport,,China,29.107121,110.445686,
OIKQ,GSM,Dayrestan Qeshm Island Airport,,Iran,26.757778,55.905277,
KDAY,DAY,Dayton International Airport,,United States,39.90237,-84.219299,
KMGY,MGY,Dayton Wright Brothers Airport,,United States,39.58889,-84.224998,
KDAB,DAB,Daytona Beach International Airport,,United States,29.185192,-81.060829,
ZUDA,DZH,Dazhou Jinya Airport,,China,31.047243,107.435455,
KDRI,DRI,De Ridder Beauregard Regional Airport,,United States,30.829233,-93.337662,
PASC,SCC,Deadhorse Airport,,United States,70.194748,-148.464996,
MYLD,LGI,Deadman's Cay Airport,,Bahamas,23.17901,-75.093498,
CYDL,YDL,Dease Lake Airport,,Canada,58.422218,-130.031998,
LFRG,DOL,Deauville Saint Gatien Airport,,France,49.363331,0.16,
EPDE,QPD,Deblin Airport,,Poland,51.551472,21.891415,
LHDC,DEB,Debrecen International Airport,,Hungary,47.488911,21.61533,
KDEC,DEC,Decatur Airport,,United States,39.830002,-88.860001,
KLUD,QTU,Decatur Municipal Airport,,United States,33.254257,-97.580498,
KDCU,DCU,Decatur Pryor Field Regional Airport,,United States,34.652699,-86.945396,
LIED,DCI,Decimomannu Air Base,,Italy,39.354088,8.973726,
KDEH,DEH,Decorah Municipal Airport,,United States,43.275517,-91.739357,
CYVZ,YVZ,Deer Lake Airport,,Canada,52.653133,-94.05587,
CYDF,YDF,Deer Lake Regional Airport,,Canada,49.210831,-57.3913,
PADE,DRG,Deering Airport,,United States,66.071198,-162.759888,
KDFI,DFI,Defiance Memorial Airport,,United States,41.337502,-84.428825,
VIDN,DED,Dehradun Jolly Grant Airport,,India,30.18968,78.180252,
WAVD,DEX,Dekai Nop Goliat Airport,,Indonesia,-4.853996,139.485672,
RPNS,IAO,Del Carmin Sayak Airport,,Philippines,9.858889,126.013885,
KDRT,DRT,Del Rio International Airport,,United States,29.374201,-100.927002,
KDLF,DLF,Del Rio Laughlin Air Force Base,,United States,29.359201,-100.778656,
KDLZ,QSL,Delaware Municipal Airport,,United States,40.279354,-83.111938,
VIDP,DEL,Delhi Indira Gandhi International Airport,,India,28.5665,77.103081,
CYWJ,YWJ,Deline Airport,,Canada,65.211006,-123.434807,
ZLDL,HXD,Delingha Airport,,China,37.125,97.268608,
YDLV,DLV,Delissaville Airport,,Australia,-12.550293,130.686844,
OMDL,ZDY,Delma Island Airport,,United Arab Emirates,24.508333,52.335278,
KDTA,DTA,Delta Municipal Airport,,United States,39.385487,-112.502235,
HADD,DEM,Dembidolo Airport,,Ethiopia,8.552196,34.859032,
KDMN,DMN,Deming Municipal Airport,,United States,32.262989,-107.721733,
EHKD,DHR,Den Helder Airport,,Netherlands,52.923351,4.780625,
EGLD,QKD,Denham Airport,,United Kingdom,51.588451,-0.512884,
YDLQ,DNQ,Deniliquin Airport,,Australia,-35.558754,144.94664,
LTAY,DNZ,Denizli Cardak Airport,,Turkey,37.785561,29.70129,
WADD,DPS,Denpasar Ngurah Rai International Airport,,Indonesia,-8.74816,115.167099,
KDTO,QQD,Denton Enterprise Airport,,United States,33.200832,-97.198059,
KBKF,BFK,Denver Buckley Space Force Base,,United States,39.710163,-104.757965,
KAPA,APA,Denver Centennial Airport,,United States,39.571236,-104.850883,
KCFO,QNA,Denver Colorado Air and Space Port Airport,,United States,39.793694,-104.549629,
KFTG,QQH,Denver Front Range Airport,,United States,39.785278,-104.543053,
KDEN,DEN,Denver International Airport,,United States,39.858784,-104.673882,
KBJC,BJC,Denver Rocky Mountain Metropolitan Airport,,United States,39.900002,-105.110001,
VEDO,DGH,Deoghar Airport,,India,24.446871,86.706619,
UEBD,DPT,Deputatskiy Airport,,Russia,69.392555,139.89537,
OPDG,DEA,Dera Ghazi Khan Airport,,Pakistan,29.961,70.485901,
YDBY,DRB,Derby Airport,,Australia,-17.370001,123.661003,
KDSM,DSM,Des Moines International Airport,,United States,41.53397,-93.663002,
HADC,DSE,Dessie Kombolcha Airport,,Ethiopia,11.111111,39.724998,
KDTS,DSI,Destin Fort Walton Beach Airport,,United States,30.399591,-86.470879,
KVPS,VPS,Destin Fort Walton Beach International Airport,,United States,30.48333,-86.525299,
KDET,DET,Detroit Coleman A. Young International Airport,,United States,42.409191,-83.009804,
KDTL,DTL,Detroit Lakes Airport,,United States,46.826389,-95.886108,
KDTW,DTW,Detroit Metropolitan Wayne County Airport,,United States,42.21244,-83.353302,
KYIP,YIP,Detroit Willow Run Airport,,United States,42.23772,-83.529999,
KDVL,DVL,Devils Lake Regional Airport,,United States,48.113056,-98.907501,
YDPO,DPO,Devonport Airport,,Australia,-41.169724,146.430283,
OIAD,DEF,Dezful Airport,,Iran,32.438828,48.384682,
VRMU,DDD,Dhaalu Kudahuvadhoo Airport,,Maldives,2.667222,72.892776,
VGHS,DAC,Dhaka Shahjalal International Airport,,Bangladesh,23.84333,90.397781,
VNDH,DHI,Dhangadhi Airport,,Nepal,28.753332,80.581947,
VIGG,DHM,Dharamsala Gaggal Kangra Airport,,India,32.165001,76.263,
VRMD,DRV,Dharavandhoo Airport,,Maldives,5.156091,73.130257,
VEMN,DIB,Dibrugarh Airport,,India,27.48385,95.016922,
KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,,United States,46.797329,-102.801003,
VVDB,DIN,Dien Bien Phu Airport,,Vietnam,21.397499,103.008003,
ETND,QCD,Diepholz Air Base,,Germany,52.585564,8.340962,
LFAB,DPE,Dieppe Saint Aubin Airport,,France,49.884739,1.080881,
LFSD,DIJ,Dijon Longvic Airport,,France,47.265831,5.095,
UODD,DKS,Dikson Airport,,Russia,73.517807,80.379669,
WPDL,DIL,Dili Presidente Nicolau Lobato International Airport,,Timor-Leste (East Timor),-8.54641,125.524803,
PADL,DLG,Dillingham Airport,,United States,59.044659,-158.505005,
KDLN,DLN,Dillon Airport,,United States,45.255402,-112.553001,
VEMR,DMU,Dimapur Airport,,India,25.879816,93.772865,
LFRD,DNR,Dinard Pleurtuit Saint-Malo Airport,,France,48.587769,-2.08,
RPMG,DPL,Dipolog Airport,,Philippines,8.601389,123.334442,
HADR,DIR,Dire Dawa International Airport,,Ethiopia,9.6247,41.854198,
YDBI,DRN,Dirranbandi Airport,,Australia,-28.586632,148.217728,
VA1P,DIU,Diu Airport,,India,20.716667,70.916664,
SNDV,DIQ,Divinopolis Airport,,Brazil,-20.1807,-44.870899,
LTCC,DIY,Diyarbakir Airport,,Turkey,37.89389,40.201012,
DAAJ,DJG,Djanet Inedbirene Airport,,Algeria,24.292761,9.452444,
DTTJ,DJE,Djerba Zarzis International Airport,,Tunisia,33.875031,10.77546,
HDAM,JIB,Djibouti Ambouli International Airport,,Djibouti,11.54733,43.159481,
UKDD,DNK,Dnipro Dnipropetrovsk International Airport,,Ukraine,48.35722,35.100552,
WAPD,DOB,Dobo Rar Gwamar Airport,,Indonesia,-5.77376,134.209427,
YDVR,DKV,Docker River Airport,,Australia,-24.859524,129.121811,
KDDC,DDC,Dodge City Regional Airport,,United States,37.763119,-99.965401,
HTDO,DOD,Dodoma Airport,,Tanzania,-6.17043,35.752571,
OTHH,DOH,Doha Hamad International Airport,,Qatar,25.272524,51.608604,
OTBD,DIA,Doha International Airport,,Qatar,25.261059,51.565094,
LFGJ,DLE,Dole Jura Airport,,France,47.04277,5.435,
VNDP,DOP,Dolpa Airport,,Nepal,28.985701,82.819099,
TDPD,DOM,Dominica Douglas Charles Airport,,Dominica,15.54702,-61.299999,
EDTD,QCO,Donaueschingen Villingen Airport,,Germany,47.973747,8.52224,
EGCN,DSA,Doncaster Sheffield Airport,,United Kingdom,53.47472,-1.00444,
EIDL,CFN,Donegal Airport,,Ireland,55.044189,-8.341,
UKCC,DOK,Donetsk Sergey Prokofiev International Airport,,Ukraine,48.073608,37.739719,
VVDH,VDH,Dong Hoi Airport,,Vietnam,17.514999,106.590553,
YDRA,DOX,Dongara Airport,,Australia,-29.297079,114.927353,
ZSDY,DOY,Dongying Shengli Airport,,China,37.510277,118.784447,
YDMG,DMD,Doomadgee Airport,,Australia,-17.940001,138.820007,
EDLW,DTM,Dortmund Airport,,Germany,51.518311,7.612242,
KDHN,DHN,Dothan Regional Airport,,United States,31.321329,-85.4496,
FKKD,DLA,Douala International Airport,,Cameroon,4.006081,9.719481,
